UPDATE9_TITLE	{《No Man's Sky Frontiers》更新}
UI_EXPED_CIV_POD_ENCOUNTER_DESC	{我循着信号找到了这艘巨大的飞船，一艘星际救生筏缓慢地漂流着，逐渐远离吞噬其母星的灾难。}
UI_EXPED_CIV_POD_ENCOUNTER_OPT1	{试图接触}
UI_EXPED_CIV_POD_ENCOUNTER_RESA	{没有任何回应。
我切换了各个频道，想要找到生命迹象。
最终，在杂音中出现了一个信号。}
UI_EXPED_CIV_POD_ENCOUNTER_RESB	{重力将我等分离，重力亦将使我等重聚。总会有出路的......}
UI_EXPED_CIV_POD_ENCOUNTER_RESC	{这条消息毫无意义地重复循环着。这是他们最后一次播报。<NEWLINE>除了文字以外，这条消息似乎还包含着某种技术的制作图。}
UI_EXPED_CIV_POD_ENCOUNTER_OPT2	{回收制作图}
UI_EXPED_CIV_POD_ENCOUNTER_RES2	{我不知道这艘救生筏如何颠沛流离，也不知道它们走了多远、坚持了多久。这个设备就是他们的火炬，他们的信标。是他们前进的动力与希冀。
我不知道该告诉船员们什么。}
UI_S8_FRE_BEACON_NAME	{母星中继器}
UI_S8_FRE_BEACON_NAME_L	{母星中继器}
UI_S8_FRE_BEACON_DESC	{一个临时装置，由保存在储藏库中多年的废旧电子元件拼凑而成。这团杂乱无章的电线网将试图与这艘货船的最后一个已知家园的遗迹取得联系。

选择设备并选择广播（<IMG>FE_ALT1<>），开始定位过程。}
UI_S8_FRE_BEACON_SUB	{家的最后踪迹}
UI_S8_FRE_BEACON_USE_LABEL	{播送}
UI_S8_FRE_BEACON_USE_SUB	{试图进行联系}
UI_BLACKHOLE_DRIVE_NAME	{超光速}
UI_BLACKHOLE_DRIVE_NAME_U	{超光速}
UI_BLACKHOLE_DRIVE_DESC	{进行重力弹射}
UI_BLACKHOLE_DRIVE_DESC_D	{使用黑洞旅行}
UI_BLACKHOLE_DRIVE_OBJ1	{安装奇点引擎}
UI_BLACKHOLE_DRIVE_OBJ1_TIP	{想要安装新技术时，请打开库存（<IMG>INVENTORY<>）并在空槽位按下<IMG>TECHMENU<>。在<TECHNOLOGY>技术库存<>中安装新技术以节省主存储空间。

选择空<STELLAR>库存<>或者<TECHNOLOGY>技术<>槽位并使用<IMG>TECHMENU<>开始安装。使用<IMG>PIN<>标记需要的构件。}
UI_BLACKHOLE_DRIVE_OBJ2	{激活奇点引擎}
UI_BLACKHOLE_DRIVE_OBJ2_TIP	{这艘货船的<SPECIAL>奇点引擎<>必须在舰桥上启动。与货船的指挥官交谈，以激活驱动装置并进行<TECHNOLOGY>虫洞操作<>。}
UI_BLACKHOLE_DRIVE_MSG1	{获得<SPECIAL>%ITEM%<>的计划
完成里程碑<EXPED>%MILESTONE%<>以了解更多}
UI_BLACKHOLE_DRIVE_MSG2	{在你的货船上安装<SPECIAL>%ITEM%<>
返回主力舰以开始安装}
UI_BLACKHOLE_DRIVE_MSG3	{在你的套装中安装<SPECIAL>%ITEM%<>
按<IMG>INVENTORY<>
开启库存选择一个空槽位并按<IMG>TECHMENU<>开始安装}
UI_BLACKHOLE_DRIVE_MSG4	{完成<SPECIAL>%ITEM%<>
使用<IMG>TECHMENU<>检查安装进度
用<IMG>PIN<>标记所需组件}
UI_BLACKHOLE_DRIVE_MSG5	{激活<SPECIAL>奇点引擎<>
返回你的主力舰，进行极端重力机动}
UI_BLACKHOLE_DRIVE_MSG6	{激活<SPECIAL>奇点引擎<>
与货船指挥官对话，开始机动
待命，等待移码倒置......}
UI_VISIT_FREIGHTER_NAME	{待客之道}
UI_VISIT_FREIGHTER_NAME_U	{待客之道}
UI_VISIT_FREIGHTER_DESC	{拜访其他人的货船基地}
UI_VISIT_FREIGHTER_DESC_D	{拜访其他货船}
UI_VISIT_FREIGHTER_OBJ	{拜访其他玩家的货船基地}
UI_VISIT_FREIGHTER_OBJ_TIP	{要访问其他玩家的货船，首先需要<STELLAR>加入对方的群组<>。直接面对面邀请玩家，或从<STELLAR>网络<>选项中的<STELLAR>附近玩家<>列表中邀请玩家。

一个群组中，每次只能有一个玩家的货船处于活动状态。玩家可以在<TECHNOLOGY>快捷菜单<>中<TECHNOLOGY>遣反<>自己的货船，为其他人腾出位置。}
UI_VISIT_FREIGHTER_MSG1	{找到另一个旅行者，<STELLAR>加入对方的群组<>
面对面地邀请玩家，或从<STELLAR>网络<>选项中的<STELLAR>附近的玩家<>列表
寻找<SPECIAL>太空异象<>上的玩家或<STELLAR>会面点系统<>中的玩家。}
UI_VISIT_FREIGHTER_MSG2	{等待另一个旅行者的货船出现
一个群组中，每次只能有一个玩家的货船处于活动状态。玩家可以
<TECHNOLOGY>从<TECHNOLOGY>快捷菜单<>遣反<>自己的货船，为其他人腾出位置。}
UI_VISIT_FREIGHTER_MSG3	{找到并登上另一艘旅行者的货船}
UI_EXPED_CRUISE1_NAME	{日志1：紧急情况}
UI_EXPED_CRUISE1_NAME_U	{日志1：紧急情况}
UI_EXPED_CRUISE1_DESC	{阅读飞船日志的第一篇}
UI_EXPED_CRUISE1_DESC_D	{阅读第一篇日志}
UI_EXPED_CRUISE2_NAME	{日志2：深入幽暗}
UI_EXPED_CRUISE2_NAME_U	{日志2：深入幽暗}
UI_EXPED_CRUISE2_DESC	{阅读飞船日志的第二篇}
UI_EXPED_CRUISE2_DESC_D	{阅读二篇日志}
UI_EXPED_CRUISE3_NAME	{日志3：思乡}
UI_EXPED_CRUISE3_NAME_U	{日志3：思乡}
UI_EXPED_CRUISE3_DESC	{阅读飞船日志的第三篇}
UI_EXPED_CRUISE3_DESC_D	{阅读第三篇日志}
UI_EXPED_CRUISE4_NAME	{日志4：不再回头}
UI_EXPED_CRUISE4_NAME_U	{日志4：不再回头}
UI_EXPED_CRUISE4_DESC	{阅读飞船日志的第四篇}
UI_EXPED_CRUISE4_DESC_D	{阅读第四篇日志}
UI_EXPED_CRUISE5_NAME	{日志5：地平线}
UI_EXPED_CRUISE5_NAME_U	{日志5：地平线}
UI_EXPED_CRUISE5_DESC	{阅读飞船日志的第五篇}
UI_EXPED_CRUISE5_DESC_D	{阅读最后一篇日志}
UI_EXPED_CRUISE_OBJ	{阅读航行日志}
UI_EXPED_CRUISE_OBJ_TIP	{船只和船员都会记录下他们的航行进展、船上的情况以及他们的总体反馈。

与货船指挥官交谈，浏览船只记录。}
UI_EXPED_CRUISE_MSG1	{<FUEL>无法访问日志<>：未达到航行目的地
完成<STELLAR>之前的日志篇目<>以继续}
UI_EXPED_CRUISE_MSG2	{<FUEL>无法访问日志<>：未达到航行目的地
使用星系图中的<EXPED>远征路径<>以导航至系统<STELLAR>%SYSTEM%<>}
UI_EXPED_CRUISE_MSG3	{<TRADEABLE>新的远征日志可用<>
与指挥官交谈获取访问权限 }
UI_EXPED_CRUISE_TITLE	{航行日志，%FREIGHTER%}
UI_EXPED_CRUISE1_LANG	{日期<STELLAR><AUDIO>TXT_RadioNoise<>%DATE1%<> :: 到达了%SYSTEM%星系。
......<AUDIO>TXT_RadioNoise<><STELLAR>呲呲呲<>......曲速引擎在跳跃中途关闭，反应堆严重受损......<AUDIO>TXT_RadioNoise<><STELLAR>呲呲<>......
他们的部件开始不够用了，我们不能再这样下去了......<AUDIO>TXT_RadioNoise<><STELLAR>呲呲呲<>......至少船长的冷冻仓已开始解冻了......}
UI_EXPED_CRUISE2_LANG	{日期<STELLAR><AUDIO>TXT_RadioNoise<>%DATE2%<> :: 到达了%SYSTEM%星系。
电脑显示我们已经离开了超过十年。或许这是真的。疲惫会侵蚀一切，我们努力保留着当下的记忆。
但至少船长已经醒了，生活又恢复了节奏。但我们正在驶向何方？再一次进入幽暗，再一次大失所望......}
UI_EXPED_CRUISE3_LANG	{日期<STELLAR><AUDIO>TXT_RadioNoise<>%DATE3%<> :: 到达了%SYSTEM%星系。
飞船不过是对行星的拙劣模拟，就算最好的飞船也不例外。你会逐渐看清它的真面目：一副巨大的金属骨架。
我们想念温暖的大地，怀念土壤的拥抱，眷恋着夕阳黯晴碧，山翠互明灭。群星虽然美丽，但也同样冷酷。
在广袤的空间里无休止地漂浮，这根本不算生活。
只能算是活着罢了。但苟延残喘就是我们的生活。}
UI_EXPED_CRUISE4_LANG	{日期<STELLAR><AUDIO>TXT_RadioNoise<>%DATE4%<> :: 到达了%SYSTEM%星系。
跨越又一个分区边界时，我们回想起最初启程时的场景。
我们的家园背叛了我们。我们知道它已无力回天。它的重力，它炽热的内核，和它注定走向衰亡的结局。
我们的临时舰队并不完整，所以很少有船舱是满载的。冲击波吞噬了低轨道上的人，而我们剩下的人则被迫离散。那些火焰，混乱，还有......<AUDIO>TXT_RadioNoise<><STELLAR>呲呲呲<>......}
UI_EXPED_CRUISE5_LANG	{日期<STELLAR><AUDIO>TXT_RadioNoise<>%DATE5%<> :: 到达了%SYSTEM%星系。
我们仍然在航行，仍然在求索。宇宙中散落着无数的行星，但家园只有一个。
我们被迫分离，但是我们没有被毁灭。其他人还在星海中的某处。每一次曲速飞行，每一次扫描，每一次信号分析，概率虽然渺茫，但是希望永存。 }
UI_CRUISE_LOG_OPT	{访问飞船日志}
UI_EXPED_CRUISE0_RES	{<IMG>SLASH<>没有新纪录<IMG>SLASH<>}
UI_PLANTS_REWARD_LABEL	{<TRADEABLE>可种植的种子收藏<>}
UI_DECOR_REWARD_LABEL	{<SPECIAL>装饰性的基地部件组<>}
BLD_BUBBLE_PIPE_MAGIC_NAME	{泡泡导管}
BLD_BUBBLE_PIPE_MAGIC_NAME_L	{泡泡导管}
BLD_BUBBLE_PIPE_MAGIC_DESC	{在透明的玻璃导管中，“液体”正在不断搅动。

巧妙焊接成<SPECIAL>不同形状<>，为基地创造迷人的展示品。}
BLD_BUBBLE_PIPE_NAME	{泡泡导管}
BLD_BUBBLE_PIPE_NAME_L	{泡泡导管}
BLD_BUBBLE_PIPE_DESC	{在透明的玻璃导管中，“液体”正在不断搅动。

焊接不同形状的导管，为基地创造迷人的展示品。}
BLD_BUBBLE_PIPE_X_NAME	{X形泡泡导管}
BLD_BUBBLE_PIPE_X_NAME_L	{X形泡泡导管}
BLD_BUBBLE_PIPE_X_DESC	{在透明的玻璃导管中，“液体”正在不断搅动。这种X形配置能以十字形排列连接四个导管。

焊接不同形状的导管，为基地创造迷人的展示品。}
BLD_BUBBLE_PIPE_L_NAME	{L形泡泡导管}
BLD_BUBBLE_PIPE_L_NAME_L	{L形泡泡导管}
BLD_BUBBLE_PIPE_L_DESC	{在透明的玻璃导管中，“液体”正在不断搅动。这种L形配置能以曲线连接导管。

焊接不同形状的导管，为基地创造迷人的展示品。}
BLD_BUBBLE_PIPE_T_NAME	{T形泡泡导管}
BLD_BUBBLE_PIPE_T_NAME_L	{T形泡泡导管}
BLD_BUBBLE_PIPE_T_DESC	{在透明的玻璃导管中，“液体”正在不断搅动。这种T形配置能以分支连接导管。

焊接不同形状的导管，为基地创造迷人的展示品。}
BLD_BUBBLE_PIPE_SUB	{装饰导管}
BLD_PIPE_NAME	{管道}
BLD_PIPE_NAME_L	{管道}
BLD_PIPE_DESCRIPTION	{基础结构性可建造物品。

焊接成弯弧以创造复杂的管道网络。}
BLD_PIPE_SUBTITLE	{装饰}
BLD_ASTRO_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此宇航员雕像表现出了向所有星际探险家的敬意。}
BLD_ASTRO_GLASS_NAME	{玻璃宇航员雕像}
BLD_ASTRO_GLASS_NAME_L	{玻璃宇航员雕像}
BLD_ATLAS_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此雕像是阿特拉斯界面的装饰性复制品。它的核心在未知力量的驱动下旋转着......}
BLD_ATLAS_GLASS_NAME	{玻璃阿特拉斯雕像}
BLD_ATLAS_GLASS_NAME_L	{玻璃阿特拉斯雕像}
BLD_BLOB_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此雕像刻画了一只许多探险家都在寻找的原始远古生物。}
BLD_BLOB_GLASS_NAME	{玻璃小生物雕像}
BLD_BLOB_GLASS_NAME_L	{玻璃小生物雕像}
BLD_DIP_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此雕像刻画了一只长颈四足行走的物种。}
BLD_DIP_GLASS_NAME	{玻璃梁龙雕像}
BLD_DIP_GLASS_NAME_L	{玻璃梁龙雕像}
BLD_GEK_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此雕像刻画了一只指向天空的吉克。}
BLD_GEK_GLASS_NAME	{玻璃吉克雕像}
BLD_GEK_GLASS_NAME_L	{玻璃吉克雕像}
BLD_SHIP_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此雕像刻画了一架标志性的星际飞船：A型制导飞船。}
BLD_SHIP_GLASS_NAME	{玻璃战斗机雕像}
BLD_SHIP_GLASS_NAME_L	{玻璃战斗机雕像}
BLD_WALK_GLASS_DESCRIPTION	{一件专属的可建造基地装饰，由玻璃铸成。
此雕像刻画了一部先进的战斗单位，护卫步行机。}
BLD_WALK_GLASS_NAME	{玻璃步行机雕像}
BLD_WALK_GLASS_NAME_L	{玻璃步行机雕像}
BLD_ASTRO_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此宇航员雕像表现出了向所有星际探险家的敬意。}
BLD_ASTRO_ICE_NAME	{宇航员冰雕}
BLD_ASTRO_ICE_NAME_L	{宇航员冰雕}
BLD_ATLAS_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此雕像是阿特拉斯界面的装饰性复制品。它的核心在未知力量的驱动下旋转着......}
BLD_ATLAS_ICE_NAME	{阿特拉斯冰雕}
BLD_ATLAS_ICE_NAME_L	{阿特拉斯冰雕}
BLD_BLOB_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此雕像刻画了一只许多探险家都在寻找的原始远古生物。}
BLD_BLOB_ICE_NAME	{小生物冰雕}
BLD_BLOB_ICE_NAME_L	{小生物冰雕}
BLD_DIP_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此雕像刻画了一只长颈四足行走的物种。}
BLD_DIP_ICE_NAME	{梁龙冰雕}
BLD_DIP_ICE_NAME_L	{梁龙冰雕}
BLD_GEK_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此雕像刻画了一只指向天空的吉克。}
BLD_GEK_ICE_NAME	{吉克冰雕}
BLD_GEK_ICE_NAME_L	{吉克冰雕}
BLD_SHIP_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此雕像刻画了一架标志性的星际飞船：A型制导飞船。}
BLD_SHIP_ICE_NAME	{战斗机冰雕}
BLD_SHIP_ICE_NAME_L	{战斗机冰雕}
BLD_WALK_ICE_DESCRIPTION	{一件专属的可建造基地装饰，由冰块雕刻而成。
此雕像刻画了一部先进的战斗单位，护卫步行机。}
BLD_WALK_ICE_NAME	{步行机冰雕}
BLD_WALK_ICE_NAME_L	{步行机冰雕}
BLD_DECAL_P_BIOME3_NAME	{蓝色凝视星辰贴花}
BLD_DECAL_P_BIOME3_NAME_L	{蓝色凝视星辰贴花}
BLD_DECAL_P_BIOME3_DESC	{专属的可放置贴花，可以为你的基地增添风格和美观。
此贴花上画有一个在柔和的蓝色天空中凝视着星星的探险家。}
BLD_DECAL_P_CREPLANET1_NAME	{红色昂首阔步贴花}
BLD_DECAL_P_CREPLANET1_NAME_L	{红色昂首阔步贴花}
BLD_DECAL_P_CREPLANET1_DESC	{专属的可放置贴花，可以为你的基地增添风格和美观。
此贴花上画有一只在深红色的风景中大步走过巨大外星野兽。}
BLD_DECAL_P_STARTSHIP_NAME	{着陆飞船贴花}
BLD_DECAL_P_STARTSHIP_NAME_L	{着陆飞船贴花}
BLD_DECAL_P_STARTSHIP_DESC	{专属的可放置贴花，可以为你的基地增添风格和美观。
此贴花上画有一艘着陆的飞船，正在等待飞行员返回。}
BLD_DECAL_P_GALCORE_NAME	{紫色银河核心贴花}
BLD_DECAL_P_GALCORE_NAME_L	{紫色银河核心贴花}
BLD_DECAL_P_GALCORE_DESC	{专属的可放置贴花，可以为你的基地增添风格和美观。
此贴花上画有两艘星际飞船，正在向银河系核心航行。}
BLD_DECAL_P_UWTREASURE_NAME	{失落的潜水球贴花}
BLD_DECAL_P_UWTREASURE_NAME_L	{失落的潜水球贴花}
BLD_DECAL_P_UWTREASURE_DESC	{专属的可放置贴花，可以为你的基地增添风格和美观。
此贴花上画有一个传说中闹鬼的潜水面具。}
BLD_DECAL_P_NEXUSMISSION_NAME	{太空异象贴花}
BLD_DECAL_P_NEXUSMISSION_NAME_L	{太空异象贴花}
BLD_DECAL_P_NEXUSMISSION_DESC	{专属的可放置贴花，可以为你的基地增添风格和美观。
此贴花上画有一艘飞船，正在冲过纳达和保罗的异常家园。}
BLD_BUILDCHAIR4_NAME	{古典椅子}
BLD_BUILDCHAIR4_NAME_L	{古典椅子}
BLD_BUILDCHAIR4_DESC	{坚固、结构良好的座椅，遍及全宇宙空间站的标志内饰。虽然外表棱角分明，但却不可思议地符合人体工程学设计。}
BLD_PLANTPOT4_NAME	{发光花盆}
BLD_PLANTPOT4_NAME_L	{发光花盆}
BLD_PLANTPOT4_DESC	{这个粘土花盆具有气候中和场、养分回收系统和集成滴水盘。非常适合展示装饰植物或其他装饰品。}
BLD_TIMBER_SUB	{原木建筑构件}
BLD_BASIC_TIMBER_DESC	{强化的<TECHNOLOGY>原木<>建筑模块，广泛应用于星系的基础建筑中。

符合通用建筑标准2.3b，确保与其他预制结构的最大兼容性。便捷的网格化结构能够便利地随心所欲组建出想要的庇护所。}
BLD_T_WALL_NAME	{原木墙}
BLD_T_WALL_NAME_L	{原木墙}
BLD_T_WALLB_NAME	{原木墙（底部）}
BLD_T_WALLB_NAME_L	{原木墙（底部）}
BLD_T_WALLM_NAME	{原木墙（中部）}
BLD_T_WALLM_NAME_L	{原木墙（中部）}
BLD_T_WALLT_NAME	{原木墙（顶部）}
BLD_T_WALLT_NAME_L	{原木墙（顶部）}
BLD_T_WALL_H_NAME	{薄原木墙}
BLD_T_WALL_H_NAME_L	{薄原木墙}
BLD_T_WALLB_H_NAME	{薄原木墙（底部）}
BLD_T_WALLB_H_NAME_L	{薄原木墙（底部）}
BLD_T_WALLM_H_NAME	{薄原木墙（中部）}
BLD_T_WALLM_H_NAME_L	{薄原木墙（中部）}
BLD_T_WALLT_H_NAME	{薄原木墙（顶部）}
BLD_T_WALLT_H_NAME_L	{薄原木墙（顶部）}
BLD_T_WALL_Q_NAME	{小型原木墙A}
BLD_T_WALL_Q_NAME_L	{小型原木墙A}
BLD_T_WALL_Q1_NAME	{小型原木墙B}
BLD_T_WALL_Q1_NAME_L	{小型原木墙B}
BLD_T_WALL_Q_H_NAME	{矮原木墙A}
BLD_T_WALL_Q_H_NAME_L	{矮原木墙A}
BLD_T_WALL_Q_H1_NAME	{矮原木墙B}
BLD_T_WALL_Q_H1_NAME_L	{矮原木墙B}
BLD_T_WALLDIAGONAL_NAME	{倾斜原木板}
BLD_T_WALLDIAGONAL_NAME_L	{倾斜原木板}
BLD_T_WALLB_TRI_NAME	{倾斜原木板（底部）}
BLD_T_WALLB_TRI_NAME_L	{倾斜原木板（底部）}
BLD_T_WALLM_TRI_NAME	{倾斜原木板（中部）}
BLD_T_WALLM_TRI_NAME_L	{倾斜原木板（中部）}
BLD_T_WALLT_TRI_NAME	{倾斜原木板（顶部）}
BLD_T_WALLT_TRI_NAME_L	{倾斜原木板（顶部）}
BLD_T_WALL_WINDOW_NAME	{双扇原木窗户}
BLD_T_WALL_WINDOW_NAME_L	{双扇原木窗户}
BLD_T_WALLB_WIN0_NAME	{双扇原木窗户（底部）}
BLD_T_WALLB_WIN0_NAME_L	{双扇原木窗户（底部）}
BLD_T_WALLM_WIN0_NAME	{双扇原木窗户（中部）}
BLD_T_WALLM_WIN0_NAME_L	{双扇原木窗户（中部）}
BLD_T_WALLT_WIN0_NAME	{双扇原木窗户（顶部）}
BLD_T_WALLT_WIN0_NAME_L	{双扇原木窗户（顶部）}
BLD_T_WALL_WIN1_NAME	{水平原木窗户}
BLD_T_WALL_WIN1_NAME_L	{水平原木窗户}
BLD_T_WALLB_WIN1_NAME	{水平原木窗户（底部）}
BLD_T_WALLB_WIN1_NAME_L	{水平原木窗户（底部）}
BLD_T_WALLM_WIN1_NAME	{水平原木窗户（中部）}
BLD_T_WALLM_WIN1_NAME_L	{水平原木窗户（中部）}
BLD_T_WALLT_WIN1_NAME	{水平原木窗户（顶部）}
BLD_T_WALLT_WIN1_NAME_L	{水平原木窗户（顶部）}
BLD_T_WALL_WIN2_NAME	{大型原木双扇窗户}
BLD_T_WALL_WIN2_NAME_L	{大型原木双扇窗户}
BLD_T_WALLB_WIN2_NAME	{大型原木双扇窗户（底部）}
BLD_T_WALLB_WIN2_NAME_L	{大型原木双扇窗户（底部）}
BLD_T_WALLM_WIN2_NAME	{大型原木双扇窗户（中部）}
BLD_T_WALLM_WIN2_NAME_L	{大型原木双扇窗户（中部）}
BLD_T_WALLT_WIN2_NAME	{大型原木双扇窗户（顶部）}
BLD_T_WALLT_WIN2_NAME_L	{大型原木双扇窗户（顶部）}
BLD_T_WALL_WIN3_NAME	{大型原木三扇窗户}
BLD_T_WALL_WIN3_NAME_L	{大型原木三扇窗户}
BLD_T_WALLB_WIN3_NAME	{大型原木三扇窗户（底部）}
BLD_T_WALLB_WIN3_NAME_L	{大型原木三扇窗户（底部）}
BLD_T_WALLM_WIN3_NAME	{大型原木三扇窗户（中部）}
BLD_T_WALLM_WIN3_NAME_L	{大型原木三扇窗户（中部）}
BLD_T_WALLT_WIN3_NAME	{大型原木三扇窗户（顶部）}
BLD_T_WALLT_WIN3_NAME_L	{大型原木三扇窗户（顶部）}
BLD_T_DOOR_NAME	{原木矩形门}
BLD_T_DOOR_NAME_L	{原木矩形门}
BLD_T_DOORB0_NAME	{原木矩形门（底部）}
BLD_T_DOORB0_NAME_L	{原木矩形门（底部）}
BLD_T_DOORM0_NAME	{原木矩形门（中部）}
BLD_T_DOORM0_NAME_L	{原木矩形门（中部）}
BLD_T_DOORT0_NAME	{原木矩形门（顶部）}
BLD_T_DOORT0_NAME_L	{原木矩形门（顶部）}
BLD_T_DOOR1_NAME	{原木倾斜门}
BLD_T_DOOR1_NAME_L	{原木倾斜门}
BLD_T_DOORB1_NAME	{原木倾斜门（底部）}
BLD_T_DOORB1_NAME_L	{原木倾斜门（底部）}
BLD_T_DOORM1_NAME	{原木倾斜门（中部）}
BLD_T_DOORM1_NAME_L	{原木倾斜门（中部）}
BLD_T_DOORT1_NAME	{原木倾斜门（顶部）}
BLD_T_DOORT1_NAME_L	{原木倾斜门（顶部）}
BLD_T_FLOOR_NAME	{原木地板}
BLD_T_FLOOR_NAME_L	{原木地板}
BLD_T_FLOOR_Q_NAME	{小型原木板}
BLD_T_FLOOR_Q_NAME_L	{小型原木板}
BLD_T_TRIFLOOR_NAME	{原木三角}
BLD_T_TRIFLOOR_NAME_L	{原木三角}
BLD_T_TRIFLOOR_Q_NAME	{小型原木三角}
BLD_T_TRIFLOOR_Q_NAME_L	{小型原木三角}
BLD_T_GFLOOR_NAME	{原木框玻璃板}
BLD_T_GFLOOR_NAME_L	{原木框玻璃板}
BLD_T_RAMP_NAME	{原木坡道}
BLD_T_RAMP_NAME_L	{原木坡道}
BLD_T_RAMP_H_NAME	{原木半坡道}
BLD_T_RAMP_H_NAME_L	{原木半坡道}
BLD_T_ROOF0_NAME	{圆角平面原木玻璃屋顶}
BLD_T_ROOF0_NAME_L	{圆角平面原木玻璃屋顶}
BLD_T_ROOF1_NAME	{不对称原木玻璃屋顶}
BLD_T_ROOF1_NAME_L	{不对称原木玻璃屋顶}
BLD_T_ROOF2_NAME	{L型天窗原木屋顶}
BLD_T_ROOF2_NAME_L	{L型天窗原木屋顶}
BLD_T_ROOF3_NAME	{折帆原木屋顶}
BLD_T_ROOF3_NAME_L	{折帆原木屋顶}
BLD_T_ROOF4_NAME	{U型天窗原木梯形屋顶}
BLD_T_ROOF4_NAME_L	{U型天窗原木屋顶}
BLD_T_ROOF5_NAME	{悬帆原木屋顶}
BLD_T_ROOF5_NAME_L	{悬帆原木屋顶}
BLD_T_ROOF6_NAME	{平面原木屋顶}
BLD_T_ROOF6_NAME_L	{平面原木屋顶}
BLD_T_ROOF7_NAME	{圆角原木屋顶}
BLD_T_ROOF7_NAME_L	{圆角原木屋顶}
BLD_T_ROOF_M_NAME	{原木屋顶板}
BLD_T_ROOF_M_NAME_L	{原木屋顶板}
BLD_T_ROOF_C_NAME	{原木屋顶檐角}
BLD_T_ROOF_C_NAME_L	{原木屋顶檐角}
BLD_T_ROOF_IC_NAME	{原木内屋顶檐角}
BLD_T_ROOF_IC_NAME_L	{原木内屋顶檐角}
BLD_T_CHEV_WALL_NAME	{压制原木墙A}
BLD_T_CHEV_WALL_NAME_L	{压制原木墙A}
BLD_T_CHEV_DOOR_NAME	{压制原木玻璃门}
BLD_T_CHEV_DOOR_NAME_L	{压制原木玻璃门}
BLD_T_CHEV_WALL_H_C_NAME	{压制原木墙帽}
BLD_T_CHEV_WALL_H_C_NAME_L	{压制原木墙帽}
BLD_T_CHEV_WIN0_NAME	{压制原木墙B}
BLD_T_CHEV_WIN0_NAME_L	{压制原木墙B}
BLD_T_CHEV_WIN1_NAME	{压制原木大型窗户}
BLD_T_CHEV_WIN1_NAME_L	{压制原木大型窗户}
BLD_T_CHEV_WIN2_NAME	{压制原木小型窗户}
BLD_T_CHEV_WIN2_NAME_L	{压制原木小型窗户}
BLD_T_ROOF_M_Q_NAME	{倾斜原木屋顶板}
BLD_T_ROOF_M_Q_NAME_L	{倾斜原木屋顶板}
BLD_T_ROOF_E_Q_NAME	{倾斜原木山墙}
BLD_T_ROOF_E_Q_NAME_L	{倾斜原木山墙}
BLD_T_ROOF_M_CAP_NAME	{原木屋顶帽}
BLD_T_ROOF_M_CAP_NAME_L	{原木屋顶帽}
BLD_T_ROOF_E_CAP_NAME	{原木山墙}
BLD_T_ROOF_E_CAP_NAME_L	{原木山墙}
BLD_T_DOOR_H_NAME	{原木门廊}
BLD_T_DOOR_H_NAME_L	{原木门廊}
BLD_T_DOORB0_H_NAME	{原木门廊（底部）}
BLD_T_DOORB0_H_NAME_L	{原木门廊（底部）}
BLD_T_DOORM0_H_NAME	{原木门廊（中部）}
BLD_T_DOORM0_H_NAME_L	{原木门廊（中部）}
BLD_T_DOORT0_H_NAME	{原木门廊（顶部）}
BLD_T_DOORT0_H_NAME_L	{原木门廊（顶部）}
BLD_T_DOORWINDOW_NAME	{原木正面墙}
BLD_T_DOORWINDOW_NAME_L	{原木正面墙}
BLD_T_DOORWINB0_NAME	{原木正面墙（底部）}
BLD_T_DOORWINB0_NAME_L	{原木正面墙（底部）}
BLD_T_DOORWINM0_NAME	{原木正面墙（中部）}
BLD_T_DOORWINM0_NAME_L	{原木正面墙（中部）}
BLD_T_DOORWINT0_NAME	{原木正面墙（顶部）}
BLD_T_DOORWINT0_NAME_L	{原木正面墙（顶部）}
BLD_T_GDOOR_NAME	{原木电动门}
BLD_T_GDOOR_NAME_L	{原木电动门}
BLD_T_GDOORB0_NAME	{原木电动门（底部）}
BLD_T_GDOORB0_NAME_L	{原木电动门（底部）}
BLD_T_GDOORM0_NAME	{原木电动门（中部）}
BLD_T_GDOORM0_NAME_L	{原木电动门（中部）}
BLD_T_GDOORT0_NAME	{原木电动门（顶部）}
BLD_T_GDOORT0_NAME_L	{原木电动门（顶部）}
BLD_T_ARCH_NAME	{原木圆拱}
BLD_T_ARCH_NAME_L	{原木圆拱}
BLD_T_ARCHB_NAME	{原木圆拱（底部）}
